label,emg_ch1,emg_ch2,emg_ch3,emg_ch4,emg_ch5,emg_ch6,emg_ch7,emg_ch8
Close Hand,1.7086086018845843,1.7575787339379068,1.8502665685606592,1.9148050635084588,1.9573783141761225,1.9921715088105532,2.0,2.0
Close Hand,1.5819147660320276,1.6540001837005383,1.7237465888912908,1.756440676382008,1.8366332927899385,1.9350732836288118,1.9362068270014374,2.0
Open Hand,0.9053591559395443,0.9354612791607698,0.983942319660178,0.9530908714244244,1.057958220344069,1.142769450058135,1.109083861852001,1.1396575566309115
Open Hand,0.7188164001480505,0.756542729469875,0.7605893624003424,0.7120520989088421,0.7321429196305622,0.7801307826913491,0.7860078059707744,0.7809736671372318
Close Hand,1.7131751757719575,1.7207428010127748,1.7306704041660825,1.8477061772161487,1.956389344053699,2.0,2.0,2.0
Open Hand,0.46961848963454955,0.4278504790801759,0.4439473410506025,0.45574515760267487,0.45861973320228505,0.4672802950061087,0.4297281755416285,0.4029850441761429
Open Hand,0.41799057336221274,0.46052500896362053,0.4112696127174243,0.47416950613959885,0.48702421688451175,0.4595316690394915,0.3851520764727269,0.4161622267591888
Open Hand,0.47538634221013193,0.47013715661326494,0.4647765331503104,0.43779945619157545,0.4217638811994043,0.4693104894165323,0.46492565956693965,0.4303685318204661
Rest,0.12224584112604923,0.14471698871075073,0.1011057331079372,0.10867575188351859,0.16857027992004148,0.2103664503663345,0.1467761301034684,0.09397342229199213
Rest,0.07819871344255147,0.20972903484165778,0.08549899477273049,0.07390720238530717,0.08345627663470104,0.03151106052806187,0.08413935768146112,0.07080076923562932
Rest,0.06477278367093259,0.10624461408638664,0.0301760346144652,0.0839609146323116,0.02545559585116379,0.11792283854216659,0.06236555294044874,0.04614358617397115
Rest,0.17248398125124492,0.2450198137732595,0.16502642441437687,0.21348642024812456,0.17057793792204196,0.18951823870046494,0.1777145557140176,0.24248910576910926
Close Hand,1.0377223338293624,1.0083887214574156,0.9907486757085551,1.0086983677741392,1.0615549593811757,1.0437503872023788,1.0914330477917793,1.1755846011638809
Open Hand,0.8821485681220376,0.8601885503753228,0.8505651991183419,0.9118514147671868,0.9444901369438006,0.9280151920173658,0.9968716644814587,1.0098937008224442
Close Hand,1.5437720119773637,1.682559235787009,1.7209499143413316,1.7932939379080641,1.8174071535066627,1.9371997285667801,1.919752881961691,2.0
Rest,0.05599825585345775,0.04270619880730114,0.12459469476983179,0.10686042583919325,0.1217307252691247,0.07671913865555724,0.08472128537968163,0.07177684252328893
Rest,0.042682109302485595,0.12210117413938426,0.08548778941017698,0.08054697609140118,0.1210752543265364,0.11549675662682075,0.08776777926991833,0.0227145299297335
Rest,0.05129367463589524,0.14782371114365553,0.06485769099327754,0.11587919146740168,0.017597580680582644,0.019230909292913396,0.15843626029083854,0.09344046415956658
Close Hand,1.2329341624956358,1.1950326019599964,1.2704339673991025,1.316273562301442,1.2579137534032545,1.3727688033492003,1.3187064139725964,1.4016854202890692
Rest,0.09055936789949356,0.0168955113174553,0.05325422575164647,0.024039953600293432,0.07262552210274492,0.0,0.14372862624844485,0.03322211744830963
Close Hand,0.8697189593181961,0.9400175550834586,0.8717854366365813,0.8095889330354887,0.8598640368546515,0.8051759462030627,0.8931481291244101,0.8165441094190226
Rest,0.03345017717435203,0.15027495698885834,0.10655880175555969,0.09444945978442171,0.08343545512145202,0.015689269974352094,0.10918717140885517,0.08429763449881317
Open Hand,0.49452836016202345,0.42379588943205154,0.4531952820261409,0.4834119727778307,0.47831911209349603,0.44441355663677645,0.43988829417015696,0.3891414588117674
Close Hand,1.1460025826309244,1.1615090004367834,1.2408875719622425,1.1821296558281296,1.2279439545319797,1.2408286352128188,1.3468925611424372,1.2901046475849225
Rest,0.1352208616747552,0.0,0.16787439460701115,0.007549824132388045,0.06671034524263529,0.06806421600981664,0.09711234546181984,0.1355959470184138
Open Hand,0.44435696990867196,0.5161282841106074,0.49847708694670245,0.462406763424841,0.4491147007052267,0.479547041674251,0.4895489637937645,0.4209563566227365
Open Hand,0.4916074440023856,0.4718986450058654,0.405741030281823,0.5122013994090203,0.47305790789281676,0.4496431359531234,0.5056576581967623,0.4555754224340374
Open Hand,0.4676555626681864,0.42553423514136257,0.45149208585532113,0.4469653354705257,0.44042036014637814,0.47766192036246463,0.39634972925765527,0.4319045021265974
Open Hand,0.5302193817927989,0.5767754817504762,0.5717675155497,0.6385189744509816,0.6595155233292549,0.6654512795057131,0.6122438348290156,0.5529915857424585
Open Hand,0.8358173463018025,0.8460369373718056,0.9064371212585419,0.9557467559178834,0.9607260764707389,1.029433206160438,1.0216426094338225,1.0957629910611253
Open Hand,0.45035863394059145,0.4500094536430863,0.45908639717661254,0.5232084181288421,0.461768688622333,0.366768111303722,0.46142046302010464,0.451325799807136
Open Hand,0.46014599165714404,0.45550314952026677,0.44268387103904033,0.473748338299001,0.43702276406882784,0.4582449454723963,0.4805177028281808,0.4303367709766044
Rest,0.14332233598476646,0.12539848531232894,0.0981088069758418,0.10853273526880357,0.08851792406713978,0.13438189584911878,0.13902588689766365,0.11888943783256113
Open Hand,0.8591409740029005,0.8858855063628343,0.9709735418251745,1.0072845762002385,1.0741637687421806,1.102703872436522,1.0946739865345037,1.0908521885915097
Open Hand,0.5233669323457011,0.6457843909155505,0.5928003717088995,0.5913857808482347,0.6859711006602021,0.6835754363844455,0.6509673914619669,0.6506594259099555
Rest,0.05375891121607647,0.05025962014629791,0.13369501310593934,0.07715269444024242,0.015673697414299886,0.07910385231238075,0.10383595256477415,0.06485581716008867
Rest,0.17578194273290784,0.19092974526084222,0.18943386421125555,0.20555451155524979,0.1749366717197957,0.15747359624994517,0.2003943282925234,0.15317424696775425
Open Hand,0.7729864932085667,0.8337499165831238,0.8970770604969588,0.9395565137528191,0.9776271018815686,1.0261147221601485,1.0466969402973632,1.1271786272655004
Open Hand,0.4730819474988164,0.43610801555667733,0.45398118537201504,0.4757892785822018,0.4338105499286397,0.4848794209574442,0.4152205743012731,0.46031074948954326
Close Hand,0.9584503878687654,0.9339804238311068,0.9051692262731508,0.8891454463735724,0.9835597880924356,0.9416384841424849,0.9786693420223626,1.016825553974493
Close Hand,0.8332581914028023,0.8905683755432964,0.8362541847619651,0.8721168383295274,0.8562846830820516,0.876036565580007,0.853848141225167,0.7917810905679864
Rest,0.046112818442062796,0.11644603039022774,0.06113813361155272,0.06610733193224648,0.14153559990000314,0.08251497452153371,0.08332350181106764,0.08833691720257901
Rest,0.03656579932068228,0.1335868444094756,0.09580335291714805,0.14366104426635498,0.15398548296040915,0.14245251981730409,0.14753552438840484,0.23083039312110787
Rest,0.047094945768534666,0.06477679826919669,0.13803773662123786,0.13588808070724157,0.05224393762101656,0.10698321876291869,0.06187538351483578,0.008558906992237957
Rest,0.15049623235683024,0.20947132726265386,0.21693397141989584,0.12135481341348993,0.14686841641881648,0.10666881614715096,0.130390487471983,0.18458431825599286
Open Hand,0.524383986027495,0.5337131611226681,0.5237969688329785,0.5742309647713388,0.5632467075814817,0.5503890203521428,0.5574843958980363,0.5453618720519668
Rest,0.1038902918318383,0.13211851961266288,0.1470694375122725,0.15735110451052634,0.1906781922257269,0.19695371841327977,0.1490393638388393,0.22810273814898033
Open Hand,0.46165998862262886,0.37446126180382255,0.4486993725273141,0.4142907847758553,0.45354574693036426,0.4122792274683458,0.4648486848109316,0.45067645982835863
Open Hand,0.4495304474576317,0.3708854834931752,0.4433233838882908,0.44430203511785876,0.5233599562578903,0.39900017304781554,0.43632628390902817,0.5097048438190598
Open Hand,0.39747657090263566,0.4141106455277733,0.43117660287750015,0.4929947284298053,0.42761738131893834,0.47240747807650657,0.4311589328998447,0.45867816462981564
Open Hand,0.7746941255069802,0.8041540746524708,0.8699031597934437,0.874986994199491,0.902033665138787,0.8813125827768407,0.9137301332542951,1.049509805151916
Close Hand,1.650067871775412,1.7170101723972666,1.7502539910023591,1.7816725103145121,1.9533936483722698,2.0,2.0,2.0
Close Hand,0.8624492683739798,0.8246832869163718,0.852280917322748,0.9172315287730107,0.8378029872690586,0.863455030316688,0.7952065470386046,0.9032037142845905
Rest,0.07498638380840929,0.0065099637848244855,0.09015206520645701,0.10915404996536596,0.0521444828315251,0.02273743267568231,0.11623838618781587,0.047522647837089774
Close Hand,0.8613931580993743,0.9210026043098607,0.8923738668137244,0.8606371307778623,0.8799540429337096,0.8195788431944272,0.8408820746030098,0.883174744546442
Open Hand,0.47394132695910834,0.4285070328629471,0.393691765175551,0.4733994370139858,0.4893083120654539,0.4484251677324948,0.38137040405356637,0.4747089411344586
Open Hand,0.868958302036115,0.8737615707553659,0.8861493635549348,0.9333421387217448,1.0198162273526175,1.0546209115831509,1.0147507381139893,1.048324874468512
Open Hand,0.49929570954862246,0.36112772288765177,0.4779250720097744,0.4337689271770862,0.43563807439919355,0.5092310304641234,0.4250054117729982,0.4261975796090057
Open Hand,0.8922455523802673,0.9024523942545578,0.8673808451904703,0.898399916336035,0.9998710941909492,1.0259200660144967,1.0633858708554509,1.0993778415455493
Close Hand,0.8394613741702561,0.8915406001450586,0.8702682866228059,0.8864824623003846,0.871712297782099,0.9343617071074193,0.8294116130320115,0.8639346086952913
Open Hand,0.4409135089028979,0.4839431570587111,0.4805997187621673,0.4156331553917219,0.42005657414819986,0.45380457534846935,0.5104146331134328,0.3829552192435852
Open Hand,0.4324430005269834,0.45481686118225534,0.5173269527147951,0.43866271341250074,0.46020988531829377,0.5198161246443189,0.4307494547569606,0.513513637212514
Open Hand,0.7124326370664569,0.8003525455217048,0.7636974124161227,0.8681637424334704,0.893636371289989,0.9572890352577732,0.9891594897076671,0.9815862929735542
Close Hand,1.6871038402588336,1.7071915641359394,1.8011347479019286,1.847790349909243,1.8555200830314467,1.9653342344302474,1.9891751282806045,2.0
Open Hand,0.4362134344504494,0.4032428941712998,0.4632913265974544,0.4759078072261991,0.4307700543078611,0.43470404423364994,0.46881004195486775,0.4250101715967862
Rest,0.027579008343282623,0.18060435647341022,0.16870562055674007,0.08409027943347673,0.12477113713600645,0.13916026534768813,0.1399700968753782,0.11542358414149789
Rest,0.1046479411301661,0.14592791217656395,0.061282140841285526,0.046229084937797205,0.08792939596307627,0.09844601306401912,0.0723953042442827,0.03477790852254464
Open Hand,0.4439849420354551,0.49127682334017225,0.46957795235575756,0.39864653022796315,0.41142520397577664,0.42082414409255364,0.4200807779073526,0.4468398588862615
Close Hand,1.394841326240066,1.413120563009937,1.488074545476834,1.5454499852066796,1.572891457421938,1.5778090628235015,1.6357772344837391,1.6793965488957474
Rest,0.11243866002285892,0.06678676541310802,0.08111472260917481,0.09439863378166692,0.0990316270380111,0.12679144679147367,0.05262299042637063,0.01361566055038834
Rest,0.13025538496811942,0.09516571342317057,0.17443731867278514,0.15689682980244915,0.2252412332988829,0.21061493921354144,0.17225679781471642,0.19345585321288342
Open Hand,0.5915606977085158,0.6105622358419643,0.5780005671108536,0.6150444527680482,0.6251880332919267,0.561760034246233,0.6424258965707181,0.6554224099474987
Close Hand,1.7015666307250281,1.7881872826864287,1.79766870732096,1.8695329041527038,1.9137424601746187,1.999830831308811,2.0,2.0
Rest,0.0869402890656943,0.057832203446826894,0.0946105545407053,0.04832588504466978,0.06919213549360421,0.09167054725461568,0.07179910095059046,0.09765450986436375
Open Hand,0.49790746211662473,0.45195787725463404,0.4673642247831075,0.46282165267775155,0.43991000896554383,0.4641743811623637,0.5282035186169189,0.4405361070266595
Rest,0.07271317600750257,0.12099143564749933,0.07186769549297027,0.06540369083363505,0.10604823367903417,0.07279091352448522,0.05242597368822738,0.03241235320940936
Rest,0.10519306900587515,0.16431878820754325,0.20477091524626362,0.18558482170223017,0.2742358497430343,0.1862473424372313,0.20259816049442167,0.19191401533428581
Open Hand,0.8828398300757183,0.9341033347341736,0.9211607149871665,1.0199333714761407,1.0142998975179436,1.076185631828583,1.0983179261396876,1.2112185362165733
Close Hand,1.2489954301493384,1.331867190520847,1.3893489647561637,1.3990471906585535,1.4066301515907575,1.455282699277479,1.4952047311366221,1.5378545325388995
Rest,0.06367056700201196,0.09094445753646234,0.14050152445757796,0.06044170470381735,0.1283898358794433,0.08258203141356944,0.03560944580322173,0.11578212648957874
Open Hand,0.4755400485824298,0.39445155947206156,0.4508795048925612,0.4423022471656783,0.46195280399378813,0.44954714311637445,0.39912402520239293,0.4058163745399992
Rest,0.09453281259823951,0.11399422823248245,0.15034472217282388,0.09935090956838505,0.1791170447405918,0.186205950115382,0.12656198871390784,0.18066365344889374
Open Hand,0.5162531908728509,0.4500194645265667,0.5047158561738081,0.48627066326353696,0.5120187553983925,0.5032735967429904,0.5396548090710367,0.5030047720165999
Rest,0.047202953813355576,0.054281538474903024,0.03561370649842592,0.10564574274083768,0.05759088234562003,0.014103764239312477,0.08590298153699093,0.003955568784674832
Rest,0.07812317673248755,0.08937659782741744,0.08591096649120984,0.0983403722025118,0.09175965175570516,0.11072187847566875,0.058587219657337306,0.08907358447819186
Rest,0.03870126581023646,0.025610092361464627,0.14003040277379364,0.12355117359908128,0.11554840520038712,0.09195969267866587,0.07425760816955859,0.040056746696889904
Rest,0.05886310678608253,0.08018181340053243,0.08907785203108332,0.0,0.046777785004977965,0.08023674989762425,0.09650915300881095,0.021715823959221857
Rest,0.024888747062975215,0.11230745460597183,0.06052691524320627,0.07891279873794026,0.08351785004125545,0.14719362453572693,0.08029527871925299,0.07716520040052967
Open Hand,0.4510897198530742,0.42030162586265757,0.4132992924310343,0.4236787311221698,0.45777462848923084,0.4490565457247678,0.4575370327651062,0.4675284596741139
Close Hand,1.5752074722878986,1.746319702778249,1.8319993872551532,1.8375181802826417,1.9187204689728772,2.0,2.0,2.0
Open Hand,0.8857848788261091,0.980670634297218,0.9404275926186172,0.9667607958675694,0.9851680631005957,1.009445154846704,1.0360506556547153,1.0825320821614954
Close Hand,1.3677391446597902,1.370337522765717,1.4857364558016477,1.4733925063723021,1.5891430315072232,1.4955747420095233,1.6157764441104874,1.702225642961678
Close Hand,1.7029874576400503,1.7370875095710954,1.765778919432282,1.8696629317170663,1.9390882929917186,2.0,2.0,2.0
Open Hand,0.9060796620346471,0.9006223797838242,0.9614858480144988,1.0323097087902762,1.0446706935146468,1.0274892012380812,1.0667302833083956,1.1002402293731326
Open Hand,0.41171920283991653,0.4859417011212217,0.3827473414307977,0.48951468853367064,0.4480714265335199,0.40826616343451483,0.4295909724694058,0.41439714806144257
Rest,0.11916787935276313,0.11239163074119204,0.10324117136667743,0.10270698633794909,0.03727970239423002,0.07301102500897381,0.13249365946801026,0.1011761480895219
Open Hand,0.7738979428294718,0.7266162654692467,0.8422489998818539,0.8146736942300208,0.780608984947037,0.8200833114484778,0.8878950951714374,0.919588402361292
Open Hand,0.4769138055050811,0.4786686459119249,0.4312719496318151,0.4358893063074483,0.4689395793376314,0.4210345515742869,0.4356313104194745,0.4531357468578952
Rest,0.12324666134776814,0.07756899723135693,0.13163298983190297,0.11956994259756826,0.041543552467163444,0.08812406178948728,0.1553832351147978,0.09436676546822849
Open Hand,0.4497981358836026,0.40345381421457965,0.47547251526085665,0.44814644677179405,0.49066071765051444,0.4252291427182022,0.3939203845427152,0.44880908990609236
Close Hand,1.047007152697952,1.0251762226621577,0.9788614650154625,1.0396343803964012,1.0629482651610276,1.0285766305072728,1.0685263859663192,1.0442968689886694
Close Hand,1.6916478897619354,1.7611295105180806,1.788223906816501,1.8956103158607047,1.9265339954337644,1.9739342213104178,2.0,2.0
Close Hand,0.8980628832430064,0.8831250965137323,0.9064886281053386,0.9355761290851904,0.9001641115875967,0.9366180047522588,0.8939402187734328,0.9528659085497994
Close Hand,1.4785734571794356,1.4740691407396824,1.5481464062617218,1.4890535969500844,1.5871585343747217,1.5847903504405054,1.723428822867981,1.6876972585388206
Rest,0.1394881855438056,0.1411301624142082,0.1504010552062703,0.2692822380689239,0.23105016447515875,0.25630953998819206,0.26736289392869483,0.21587258337983772
Rest,0.14761916912701856,0.016788545893677426,0.10905861915478476,0.09438397149246776,0.12243274496057287,0.10544552347666315,0.08418970335048634,0.050974033027987614
Rest,0.14621257667664056,0.17013750461053018,0.07493571338577694,0.06503975551275305,0.07440694068484258,0.10985498211276004,0.09180688233489738,0.12399942862853694
Open Hand,0.4450511574249669,0.480556981003246,0.4312816031623505,0.3949615112499146,0.40163178390227283,0.4313842877120035,0.4062829010262682,0.4643574205487843
Open Hand,0.3837390093566663,0.45760456053800186,0.5051278989663056,0.4671033983563558,0.45597187774889275,0.4303842685918924,0.4510866520170994,0.44117780146088253
Open Hand,0.4649672676607911,0.43879157401944985,0.5115841544307255,0.4183781111971656,0.42426578583838837,0.4160563677858361,0.4613212767832714,0.40194322691509754
Rest,0.10367470316244405,0.13418180533753066,0.10560387409052319,0.06479134535965185,0.06051848418261924,0.058132982999112875,0.11108071827155483,0.047751940748889554
Open Hand,0.3807787828171505,0.44084533346267596,0.45197738421976313,0.4049854487151923,0.44879337972378786,0.4518813397046676,0.3745397197879217,0.41797063691821745
Open Hand,0.4169451992558918,0.4417697273684948,0.5360385262007796,0.49872248223409893,0.4201471763772705,0.472665093607159,0.4208967029566768,0.38782713264038227
Rest,0.18237906463986478,0.07699866058347894,0.05966363687349828,0.08899399557528469,0.04188117816431129,0.15889754594302025,0.08837735105745523,0.023830201407316464
Rest,0.045607239852724295,0.1394383544319739,0.06254928108068813,0.06162734978452983,0.04684617665229099,0.14865143006815382,0.0539465145191092,0.13880148625534047
Rest,0.13216422176461332,0.18366796056703294,0.16909703127772543,0.13369524371489916,0.19388270137214728,0.1476550839424623,0.2810018553158816,0.2250929259184311
Rest,0.1290487730931875,0.04626055330552919,0.050860877970954746,0.07231870444810765,0.1293345092169159,0.1131741301872147,0.09775989126548106,0.0512141155854476
Open Hand,0.8696069465698265,0.8813665897342257,0.8600519374471677,0.9047821590828512,0.947820073462083,0.9537668207478205,0.9826466586719488,1.0354455912834162
Rest,0.05156148331482925,0.10851054936664574,0.12104610309670602,0.057487252165359826,0.07988406547404645,0.0618482654559437,0.050934729116088345,0.13139823460732825
Close Hand,1.698337844881766,1.7092782449791866,1.7820619926087555,1.8535215836295742,1.9549879689490208,2.0,2.0,2.0
Close Hand,1.2957028972474305,1.2908769416623482,1.3189289286164738,1.3066853743498714,1.3359777317158077,1.325249538802063,1.4334806635960318,1.4533671941131712
Rest,0.14563685911712582,0.10030099484538586,0.18920663833805965,0.11410916232787596,0.17096059288224272,0.257794841740591,0.2482481422676418,0.19990702545626676
Open Hand,0.5237184104196166,0.4934208791167575,0.47747713213874954,0.416327300447494,0.43204518377811396,0.44668043875750246,0.42286075065963763,0.46751625837447913
Open Hand,0.35390351472579173,0.41827341176843164,0.4482203684011752,0.4375185983204243,0.45864858976906475,0.48953188095317723,0.43874624753711255,0.41298208213569976
Open Hand,0.8298322644603533,0.8658211495099954,0.9767459490430652,0.9563994575493824,1.0453332456178912,1.0138137467911874,1.113332091688741,1.1001104999193092
Close Hand,0.8338108815407861,0.8429176184089081,0.8458445441184871,0.8482031699112121,0.8908785410604325,0.7678489195081641,0.8510688406603643,0.84721762685068
Close Hand,1.5065057895256178,1.559753520595007,1.6815374272671835,1.656932205268185,1.8246516616124207,1.836889202786477,1.8858388732086242,1.9072307933370922
Close Hand,1.5490201870783256,1.691369299843472,1.6691498090697765,1.7092214240604242,1.7624809836354705,1.7939823660096508,1.9657213206491733,2.0
Open Hand,0.458987432352985,0.39151293203065407,0.47448856463735023,0.41662502148570907,0.46297128380885005,0.43174328819246444,0.44074534505463536,0.42350815445322276
Rest,0.06728916931080639,0.1188524243688371,0.07456227468499735,0.09680759775647747,0.1315092944272344,0.1304213163150624,0.035674016059749986,0.05708673926832766
Open Hand,0.7236645564667136,0.7893576868777935,0.7998206915376429,0.8530359577182147,0.8218149823031472,0.9144331654891578,0.8731184264235307,0.9971565059192997
Open Hand,0.5158306707452748,0.4448449090262905,0.4703217916806445,0.40176645304630915,0.43351499085627626,0.4264689446787855,0.5014403317577991,0.4294965237607441
Rest,0.17986492053782238,0.16114939369405823,0.17162699409977172,0.2000396205551273,0.18624809089686137,0.15102397808739582,0.1342131120386837,0.08277977885021748
Rest,0.09940268633698549,0.0626968162060874,0.10806889194921325,0.08044011709742645,0.020702274352527913,0.11992118446384525,0.1098973338979504,0.09358438425461268
Open Hand,0.506493987305857,0.45353155373014736,0.4281869785793853,0.4282511927258509,0.427280690742661,0.42518643426339553,0.4050898269088719,0.3974852859222822
Rest,0.05003542345268069,0.08343117715890298,0.09074689295302082,0.0,0.07701255212055075,0.08957523783156879,0.10278849468107415,0.13923978394739112
Close Hand,1.5693775221954334,1.5738023515999986,1.6811764128001416,1.6798507393016588,1.7805013140726424,1.798613646237671,1.8569243464216638,2.0
Open Hand,0.4311162686327601,0.44380992822495213,0.4531780008263517,0.4711677053892699,0.48782996717328053,0.43969782967654625,0.43403453313596246,0.46531794857370073
Close Hand,0.8089994184890805,0.8100574664053711,0.8418000004185422,0.8388627734753595,0.7954553952099093,0.8727457290722398,0.8737790848654311,0.8868914558657285
Close Hand,1.3108052830237917,1.381416867266375,1.3722974963763654,1.4744398045397726,1.4618275861100136,1.565834298787127,1.5609185612604726,1.64902153747027
